country,score,upper,lower,gdp_explained,ss_explained,hle_explained,fmlc_explained,gen_explained,pc_explained,dystopia_residual,year,rank,Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total,_merge
China,5.973,6.061,5.885,1.497,1.239,0.629,0.704,0.132,0.164,1.608,2024,60.0,China,Asia,c,2024.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,6.0,11.0,9.0,both
Honduras,5.968,6.114,5.822,1.091,1.035,0.502,0.72,0.175,0.081,2.364,2024,61.0,Honduras,Americas,c,2024.0,PF,4.0,4.0,3.0,2.0,3.0,8.0,3.0,3.0,1.0,2.0,9.0,2.0,1.0,2.0,5.0,0.0,,22.0,1.0,4.0,2.0,2.0,9.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,8.0,26.0,48.0,both
Bahrain,5.959,6.153,5.766,,,,,,,,2024,62.0,Bahrain,Middle East,c,2024.0,NF,7.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,6.0,10.0,12.0,both
Croatia,5.942,6.047,5.837,1.71,1.445,0.637,0.469,0.064,0.043,1.574,2024,63.0,Croatia,Europe,c,2024.0,F,2.0,2.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,3.0,14.0,4.0,2.0,2.0,8.0,0.0,,34.0,3.0,3.0,3.0,4.0,13.0,4.0,4.0,4.0,12.0,3.0,3.0,3.0,2.0,11.0,4.0,3.0,3.0,3.0,13.0,49.0,83.0,both
Greece,5.934,6.027,5.84,1.684,1.276,0.696,0.337,0.018,0.093,1.83,2024,64.0,Greece,Europe,c,2024.0,F,2.0,2.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,2.0,2.0,8.0,0.0,,35.0,3.0,3.0,4.0,3.0,13.0,4.0,4.0,4.0,12.0,3.0,3.0,3.0,2.0,11.0,4.0,3.0,4.0,3.0,14.0,50.0,85.0,both
Bosnia and Herzegovina,5.877,5.979,5.775,1.465,1.318,0.587,0.621,0.246,0.0,1.64,2024,65.0,Bosnia and Herzegovina,Europe,c,2024.0,PF,5.0,4.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,2.0,8.0,2.0,1.0,1.0,4.0,0.0,,17.0,2.0,3.0,2.0,3.0,10.0,3.0,2.0,2.0,7.0,1.0,2.0,2.0,2.0,7.0,3.0,2.0,3.0,2.0,10.0,34.0,51.0,both
Libya,5.866,5.987,5.746,1.526,1.1,0.55,0.592,0.111,0.204,1.785,2024,66.0,Libya,Africa,c,2024.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,9.0,both
Jamaica,5.842,6.059,5.624,1.28,1.324,0.567,0.647,0.089,0.028,1.907,2024,67.0,Jamaica,Americas,c,2024.0,F,2.0,2.0,4.0,4.0,3.0,11.0,4.0,4.0,2.0,3.0,13.0,4.0,3.0,2.0,9.0,0.0,,33.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,3.0,11.0,4.0,3.0,2.0,1.0,10.0,3.0,3.0,2.0,3.0,11.0,47.0,80.0,both
Peru,5.841,5.946,5.736,1.371,1.18,0.662,0.615,0.078,0.029,1.907,2024,68.0,Peru,Americas,c,2024.0,PF,3.0,3.0,3.0,4.0,3.0,10.0,3.0,4.0,3.0,2.0,12.0,2.0,1.0,2.0,5.0,0.0,,27.0,3.0,4.0,4.0,4.0,15.0,1.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,3.0,3.0,2.0,2.0,10.0,39.0,66.0,both
Dominican Republic,5.823,5.967,5.679,1.517,1.272,0.511,0.73,0.086,0.196,1.512,2024,69.0,Dominican Republic,Americas,c,2024.0,PF,3.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,1.0,11.0,3.0,2.0,2.0,7.0,0.0,,27.0,2.0,4.0,4.0,4.0,14.0,3.0,4.0,3.0,10.0,3.0,2.0,2.0,1.0,8.0,2.0,3.0,2.0,2.0,9.0,41.0,68.0,both
Mauritius,5.816,5.927,5.706,1.57,1.358,0.49,0.641,0.123,0.118,1.517,2024,70.5,Mauritius,Africa,c,2024.0,F,2.0,2.0,4.0,4.0,3.0,11.0,4.0,3.0,4.0,3.0,14.0,4.0,3.0,3.0,10.0,0.0,,35.0,3.0,4.0,4.0,3.0,14.0,4.0,4.0,3.0,11.0,3.0,4.0,3.0,3.0,13.0,4.0,3.0,3.0,2.0,12.0,50.0,85.0,both
Moldova,5.816,5.93,5.702,1.385,1.277,0.542,0.695,0.077,0.044,1.795,2024,70.5,Moldova,Eurasia,c,2024.0,PF,3.0,3.0,4.0,3.0,2.0,9.0,3.0,4.0,2.0,3.0,12.0,3.0,1.0,1.0,5.0,0.0,,26.0,2.0,3.0,3.0,4.0,12.0,3.0,3.0,2.0,8.0,1.0,1.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,9.0,35.0,61.0,both
Russia,5.785,5.859,5.712,1.642,1.351,0.531,0.551,0.138,0.121,1.451,2024,72.0,Russia,Eurasia,c,2024.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,9.0,13.0,both
Bolivia,5.784,5.895,5.674,1.217,1.179,0.488,0.719,0.1,0.061,2.02,2024,73.0,Bolivia,Americas,c,2024.0,PF,3.0,3.0,4.0,4.0,2.0,10.0,3.0,2.0,2.0,3.0,10.0,3.0,2.0,2.0,7.0,0.0,,27.0,2.0,4.0,4.0,4.0,14.0,3.0,3.0,3.0,9.0,1.0,1.0,2.0,2.0,6.0,3.0,2.0,3.0,2.0,10.0,39.0,66.0,both
Ecuador,5.725,5.85,5.599,1.315,1.151,0.64,0.606,0.087,0.078,1.846,2024,74.0,Ecuador,Americas,c,2024.0,PF,3.0,3.0,4.0,4.0,3.0,11.0,3.0,4.0,2.0,3.0,12.0,2.0,2.0,2.0,6.0,0.0,,29.0,2.0,4.0,3.0,3.0,12.0,3.0,3.0,3.0,9.0,2.0,2.0,1.0,2.0,7.0,3.0,2.0,3.0,2.0,10.0,38.0,67.0,both
Kyrgyzstan,5.714,5.795,5.632,1.054,1.477,0.588,0.834,0.225,0.03,1.505,2024,75.0,Kyrgyzstan,Eurasia,c,2024.0,NF,7.0,5.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,,4.0,2.0,2.0,3.0,3.0,10.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,23.0,27.0,both
Montenegro,5.707,5.815,5.599,1.571,1.318,0.587,0.632,0.11,0.132,1.357,2024,76.0,Montenegro,Europe,c,2024.0,PF,3.0,3.0,3.0,3.0,2.0,8.0,3.0,4.0,2.0,3.0,12.0,3.0,2.0,2.0,7.0,0.0,,27.0,3.0,3.0,3.0,3.0,12.0,3.0,3.0,3.0,9.0,2.0,2.0,3.0,3.0,10.0,3.0,2.0,3.0,3.0,11.0,42.0,69.0,both
Mongolia,5.696,5.783,5.61,1.353,1.511,0.4,0.501,0.237,0.055,1.64,2024,77.0,Mongolia,Asia,c,2024.0,F,1.0,2.0,4.0,4.0,3.0,11.0,4.0,4.0,4.0,4.0,16.0,4.0,2.0,3.0,9.0,0.0,,36.0,3.0,4.0,4.0,3.0,14.0,4.0,4.0,3.0,11.0,2.0,3.0,3.0,3.0,11.0,4.0,3.0,3.0,2.0,12.0,48.0,84.0,both
Colombia,5.695,5.806,5.584,1.437,1.241,0.648,0.644,0.072,0.059,1.596,2024,78.0,Colombia,Americas,c,2024.0,F,2.0,3.0,4.0,3.0,3.0,10.0,4.0,4.0,2.0,3.0,13.0,3.0,2.0,3.0,8.0,0.0,,31.0,2.0,4.0,4.0,3.0,13.0,2.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,9.0,3.0,2.0,4.0,2.0,11.0,39.0,70.0,both
Venezuela,5.607,5.725,5.489,0.0,1.321,0.491,0.518,0.192,0.086,2.998,2024,79.0,Venezuela,Americas,c,2024.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,1.0,1.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,5.0,14.0,15.0,both
Indonesia,5.568,5.67,5.466,1.361,1.184,0.472,0.779,0.399,0.055,1.318,2024,80.0,Indonesia,Asia,c,2024.0,PF,3.0,4.0,4.0,4.0,3.0,11.0,4.0,4.0,2.0,2.0,12.0,3.0,1.0,2.0,6.0,0.0,,29.0,3.0,1.0,2.0,3.0,9.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,8.0,28.0,57.0,both
Bulgaria,5.463,5.569,5.357,1.629,1.469,0.567,0.62,0.083,0.006,1.088,2024,81.0,Bulgaria,Europe,c,2024.0,F,2.0,2.0,4.0,3.0,3.0,10.0,4.0,4.0,3.0,3.0,14.0,3.0,2.0,3.0,8.0,0.0,,32.0,2.0,3.0,4.0,4.0,13.0,4.0,4.0,3.0,11.0,3.0,2.0,3.0,2.0,10.0,4.0,3.0,3.0,2.0,12.0,46.0,78.0,both
Armenia,5.455,5.56,5.35,1.444,1.154,0.603,0.65,0.051,0.173,1.379,2024,82.0,Armenia,Eurasia,c,2024.0,PF,4.0,4.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,10.0,2.0,2.0,2.0,6.0,0.0,,23.0,2.0,2.0,2.0,3.0,9.0,3.0,3.0,2.0,8.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,2.0,9.0,31.0,54.0,both
South Africa,5.422,5.549,5.295,1.389,1.369,0.322,0.537,0.078,0.034,1.693,2024,83.0,South Africa,Africa,c,2024.0,F,2.0,2.0,4.0,4.0,4.0,12.0,3.0,3.0,3.0,4.0,13.0,3.0,2.0,3.0,8.0,0.0,,33.0,3.0,4.0,4.0,4.0,15.0,4.0,4.0,4.0,12.0,3.0,2.0,2.0,2.0,9.0,3.0,3.0,2.0,2.0,10.0,46.0,79.0,both
North Macedonia,5.369,5.468,5.27,1.475,1.277,0.569,0.58,0.194,0.015,1.26,2024,84.0,North Macedonia,Europe,c,2024.0,PF,3.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,2.0,3.0,12.0,3.0,2.0,2.0,7.0,0.0,,28.0,3.0,3.0,3.0,3.0,12.0,3.0,3.0,2.0,8.0,2.0,2.0,3.0,2.0,9.0,3.0,3.0,2.0,2.0,10.0,39.0,67.0,both
Algeria,5.364,5.476,5.251,1.324,1.191,0.568,0.247,0.091,0.2,1.743,2024,85.0,Algeria,Africa,c,2024.0,NF,6.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,0.0,,10.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,7.0,22.0,32.0,both
Hong Kong S.A.R. of China,5.316,5.403,5.229,1.909,1.184,0.857,0.485,0.147,0.402,0.333,2024,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
Albania,5.304,5.44,5.168,1.438,0.924,0.638,0.69,0.138,0.049,1.428,2024,87.0,Albania,Europe,c,2024.0,PF,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,3.0,12.0,3.0,2.0,2.0,7.0,0.0,,28.0,2.0,4.0,3.0,4.0,13.0,3.0,3.0,2.0,8.0,3.0,2.0,2.0,3.0,10.0,3.0,2.0,2.0,2.0,9.0,40.0,68.0,both
Tajikistan,5.281,5.361,5.201,,,,,,,,2024,88.0,Tajikistan,Eurasia,c,2024.0,NF,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,both
Congo,5.221,5.396,5.047,0.892,0.622,0.306,0.523,0.124,0.138,2.617,2024,89.0,Congo,Africa,c,2024.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,1.0,1.0,6.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,6.0,15.0,17.0,both
Mozambique,5.216,5.406,5.027,0.56,0.883,0.156,0.728,0.158,0.196,2.536,2024,90.0,Mozambique,Africa,c,2024.0,PF,5.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,4.0,0.0,,14.0,2.0,3.0,2.0,2.0,9.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,7.0,3.0,2.0,2.0,2.0,9.0,30.0,44.0,both
Georgia,5.185,5.283,5.087,1.467,0.99,0.524,0.68,0.0,0.174,1.349,2024,91.0,Georgia,Eurasia,c,2024.0,PF,4.0,3.0,2.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,8.0,2.0,2.0,3.0,7.0,0.0,,22.0,2.0,2.0,3.0,2.0,9.0,2.0,3.0,2.0,7.0,2.0,2.0,2.0,2.0,8.0,4.0,3.0,3.0,2.0,12.0,36.0,58.0,both
Iraq,5.166,5.283,5.049,1.249,0.996,0.498,0.425,0.141,0.048,1.809,2024,92.0,Iraq,Middle East,c,2024.0,NF,5.0,6.0,2.0,3.0,3.0,8.0,3.0,2.0,1.0,1.0,7.0,1.0,0.0,1.0,2.0,1.0,,16.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,14.0,30.0,both
Nepal,5.158,5.29,5.027,0.965,0.99,0.443,0.653,0.209,0.115,1.783,2024,93.0,Nepal,Asia,c,2024.0,PF,3.0,4.0,4.0,4.0,3.0,11.0,3.0,3.0,3.0,2.0,11.0,3.0,2.0,1.0,6.0,0.0,,28.0,2.0,2.0,3.0,3.0,10.0,4.0,2.0,2.0,8.0,3.0,1.0,2.0,2.0,8.0,3.0,2.0,2.0,1.0,8.0,34.0,62.0,both
Laos,5.139,5.261,5.017,1.208,0.846,0.423,0.796,0.17,0.167,1.529,2024,94.0,Laos,Asia,c,2024.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,2.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,6.0,11.0,13.0,both
Gabon,5.106,5.243,4.969,1.403,1.038,0.344,0.516,0.045,0.1,1.66,2024,95.0,Gabon,Africa,c,2024.0,NF,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,18.0,20.0,both
Ivory Coast,5.08,5.224,4.936,1.08,0.578,0.288,0.547,0.12,0.164,2.303,2024,96.0,Ivory Coast,Africa,c,2024.0,PF,4.0,4.0,2.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,9.0,2.0,1.0,1.0,4.0,0.0,,19.0,2.0,3.0,2.0,3.0,10.0,2.0,2.0,3.0,7.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,2.0,7.0,30.0,49.0,both
Guinea,5.023,5.166,4.881,0.831,0.622,0.236,0.521,0.21,0.107,2.497,2024,97.0,Guinea,Africa,c,2024.0,NF,6.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,1.0,1.0,2.0,0.0,,7.0,1.0,3.0,3.0,2.0,9.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,6.0,23.0,30.0,both
Turkey,4.975,5.085,4.866,1.702,1.175,0.631,0.202,0.068,0.115,1.083,2024,98.0,Turkey,Europe,c,2024.0,NF,5.0,6.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,1.0,8.0,2.0,1.0,1.0,4.0,0.0,,17.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,16.0,33.0,both
Senegal,4.969,5.096,4.841,0.927,0.751,0.392,0.607,0.152,0.069,2.071,2024,99.0,Senegal,Africa,c,2024.0,PF,3.0,3.0,3.0,3.0,3.0,9.0,3.0,2.0,3.0,3.0,11.0,3.0,2.0,3.0,8.0,0.0,,28.0,2.0,4.0,4.0,3.0,13.0,1.0,3.0,3.0,7.0,2.0,2.0,2.0,2.0,8.0,3.0,3.0,3.0,2.0,11.0,39.0,67.0,both
Iran,4.923,5.024,4.822,1.435,1.136,0.571,0.366,0.235,0.123,1.057,2024,100.0,Iran,Middle East,c,2024.0,NF,7.0,7.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,7.0,11.0,both
Azerbaijan,4.893,5.018,4.768,1.433,0.876,0.496,0.668,0.112,0.199,1.11,2024,101.0,Azerbaijan,Eurasia,c,2024.0,NF,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,7.0,7.0,both
Nigeria,4.881,5.018,4.744,1.042,1.075,0.256,0.566,0.201,0.019,1.722,2024,102.0,Nigeria,Africa,c,2024.0,PF,4.0,5.0,2.0,2.0,2.0,6.0,3.0,3.0,1.0,2.0,9.0,2.0,1.0,2.0,5.0,0.0,,20.0,2.0,1.0,3.0,3.0,9.0,2.0,2.0,3.0,7.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,24.0,44.0,both
State of Palestine,4.879,5.006,4.753,,,,,,,,2024,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
Cameroon,4.874,4.996,4.753,0.943,0.856,0.288,0.521,0.126,0.06,2.08,2024,104.0,Cameroon,Africa,c,2024.0,NF,6.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,,6.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,9.0,15.0,both
Ukraine,4.873,4.988,4.758,1.35,1.315,0.513,0.631,0.285,0.025,0.753,2024,105.0,Ukraine,Eurasia,c,2024.0,PF,4.0,4.0,4.0,3.0,2.0,9.0,2.0,3.0,2.0,3.0,10.0,2.0,1.0,1.0,4.0,2.0,,21.0,2.0,3.0,2.0,2.0,9.0,3.0,2.0,2.0,7.0,1.0,1.0,0.0,2.0,4.0,1.0,2.0,3.0,2.0,8.0,28.0,49.0,both
Namibia,4.832,4.958,4.705,1.266,1.212,0.307,0.47,0.069,0.061,1.446,2024,106.0,Namibia,Africa,c,2024.0,F,2.0,2.0,4.0,4.0,3.0,11.0,3.0,3.0,3.0,3.0,12.0,3.0,3.0,2.0,8.0,0.0,,31.0,3.0,4.0,4.0,3.0,14.0,3.0,4.0,4.0,11.0,3.0,3.0,3.0,2.0,11.0,3.0,3.0,2.0,2.0,10.0,46.0,77.0,both
Morocco,4.795,4.912,4.677,1.213,0.471,0.495,0.631,0.042,0.082,1.861,2024,107.0,Morocco,Africa,c,2024.0,PF,5.0,5.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,0.0,,13.0,1.0,2.0,2.0,2.0,7.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,7.0,24.0,37.0,both
Pakistan,4.657,4.779,4.535,1.069,0.6,0.321,0.542,0.144,0.074,1.907,2024,108.0,Pakistan,Asia,c,2024.0,PF,5.0,5.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,0.0,,14.0,1.0,1.0,2.0,2.0,6.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,6.0,21.0,35.0,both
Niger,4.556,4.712,4.401,0.573,0.677,0.293,0.615,0.145,0.147,2.107,2024,109.0,Niger,Africa,c,2024.0,PF,6.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,,6.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,2.0,6.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0,27.0,33.0,both
Burkina,4.548,4.686,4.41,0.756,0.685,0.274,0.483,0.173,0.179,1.999,2024,110.0,Burkina,Africa,c,2024.0,NF,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,,3.0,1.0,3.0,2.0,1.0,7.0,2.0,2.0,3.0,7.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,6.0,24.0,27.0,both
Mauritania,4.505,4.673,4.337,1.078,0.705,0.4,0.343,0.133,0.198,1.649,2024,111.0,Mauritania,Africa,c,2024.0,PF,5.0,5.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,4.0,0.0,,15.0,2.0,2.0,3.0,2.0,9.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,24.0,39.0,both
Gambia,4.485,4.625,4.344,0.75,0.684,0.33,0.459,0.324,0.048,1.89,2024,112.0,Gambia,Africa,c,2024.0,PF,4.0,4.0,3.0,3.0,2.0,8.0,2.0,3.0,2.0,2.0,9.0,2.0,1.0,2.0,5.0,0.0,,22.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,1.0,1.0,6.0,28.0,50.0,both
Chad,4.471,4.63,4.313,0.603,0.805,0.199,0.411,0.218,0.113,2.122,2024,113.0,Chad,Africa,c,2024.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,14.0,15.0,both
Kenya,4.47,4.595,4.344,1.037,0.895,0.353,0.519,0.282,0.069,1.316,2024,114.0,Kenya,Africa,c,2024.0,PF,4.0,4.0,3.0,3.0,2.0,8.0,2.0,3.0,2.0,2.0,9.0,2.0,1.0,2.0,5.0,0.0,,22.0,2.0,2.0,3.0,3.0,10.0,2.0,2.0,3.0,7.0,3.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,7.0,30.0,52.0,both
Tunisia,4.422,4.505,4.338,1.306,0.955,0.579,0.254,0.024,0.018,1.285,2024,115.0,Tunisia,Africa,c,2024.0,PF,5.0,3.0,3.0,1.0,2.0,6.0,1.0,1.0,3.0,2.0,7.0,1.0,1.0,1.0,3.0,0.0,,16.0,2.0,3.0,3.0,3.0,11.0,2.0,2.0,3.0,7.0,1.0,2.0,3.0,1.0,7.0,3.0,2.0,3.0,2.0,10.0,35.0,51.0,both
Benin,4.377,4.51,4.245,0.914,0.128,0.284,0.567,0.112,0.252,2.121,2024,116.0,Benin,Africa,c,2024.0,PF,4.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,10.0,1.0,2.0,2.0,5.0,0.0,,19.0,2.0,4.0,4.0,4.0,14.0,3.0,3.0,3.0,9.0,2.0,2.0,2.0,3.0,9.0,3.0,3.0,2.0,2.0,10.0,42.0,61.0,both
Uganda,4.372,4.501,4.243,0.772,1.151,0.373,0.587,0.178,0.054,1.256,2024,117.0,Uganda,Africa,c,2024.0,NF,6.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,0.0,,10.0,2.0,3.0,2.0,2.0,9.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,7.0,24.0,34.0,both
Myanmar,4.354,4.501,4.208,0.978,0.988,0.436,0.45,0.401,0.174,0.928,2024,118.0,Myanmar,Asia,c,2024.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,4.0,,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,8.0,8.0,both
Cambodia,4.341,4.446,4.236,1.011,1.019,0.442,0.863,0.17,0.071,0.765,2024,119.0,Cambodia,Asia,c,2024.0,NF,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,,4.0,1.0,3.0,2.0,1.0,7.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,6.0,19.0,23.0,both
Ghana,4.289,4.396,4.182,1.077,0.747,0.36,0.623,0.183,0.028,1.273,2024,120.0,Ghana,Africa,c,2024.0,F,2.0,2.0,4.0,4.0,4.0,12.0,3.0,4.0,3.0,3.0,13.0,4.0,3.0,3.0,10.0,0.0,,35.0,3.0,3.0,4.0,4.0,14.0,3.0,4.0,3.0,10.0,2.0,3.0,3.0,2.0,10.0,3.0,3.0,3.0,2.0,11.0,45.0,80.0,both
Liberia,4.269,4.474,4.063,0.619,0.673,0.301,0.546,0.178,0.075,1.878,2024,121.0,Liberia,Africa,c,2024.0,PF,2.0,4.0,4.0,4.0,3.0,11.0,3.0,4.0,3.0,3.0,13.0,3.0,1.0,2.0,6.0,0.0,,30.0,2.0,3.0,3.0,3.0,11.0,3.0,3.0,2.0,8.0,1.0,1.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,9.0,34.0,64.0,both
